reaction,product,Coefficient of reactants,reaction list,Feature,,,,,,,,,,,,,,,,△G,△G_norm
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.309,-1.309,0,-1.745,0,0,0,-1.745,1.309,0,6.109,0,0,-7.75,-8.21,7.91,5.51,-24.65,0.580956052
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-7.75,7.94,6.5,-21.78,0.599396042
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-7.38,7.94,6,-21.78,0.599396042
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-7.75,7.91,6.5,-21.74,0.599653045
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-7.38,7.91,6,-21.74,0.599653045
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-6.1,7.94,5.1,-21.5,0.601195066
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-6.1,7.91,5.1,-21.46,0.601452069
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-8.19,7.94,5.49,-20.89,0.605114366
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-7.6,7.94,5.86,-20.87,0.605242868
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-8.19,7.91,5.49,-20.87,0.605242868
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-7.6,7.91,5.86,-20.84,0.605435621
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.309,-1.309,0,-1.745,0,0,0,-1.745,1.309,0,6.109,0,0,-7.78,-7.89,7.94,6.41,-20.51,0.607555898
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.309,-1.309,0,-1.745,0,0,0,-1.745,1.309,0,6.109,0,0,-7.75,-7.89,7.91,6.41,-20.5,0.607620149
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-7.24,7.94,5.55,-20.32,0.608776664
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-7.24,7.91,5.55,-20.29,0.608969417
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.309,-1.309,0,-1.745,0,0,0,-1.745,1.309,0,6.109,0,0,-7.78,-7.58,7.94,5.92,-20.11,0.610125932
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.309,-1.309,0,-1.745,0,0,0,-1.745,1.309,0,6.109,0,0,-7.75,-7.58,7.91,5.92,-20.08,0.610318684
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-8.21,7.94,5.51,-19.54,0.613788229
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-8.21,7.91,5.51,-19.52,0.613916731
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.309,-1.309,0,-1.745,0,0,0,-1.745,1.309,0,6.109,0,0,-7.68,-7.75,8.01,6.5,-17.29,0.628244667
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.309,-1.309,0,-1.745,0,0,0,-1.745,1.309,0,6.109,0,0,-7.68,-7.38,8.01,6,-17.02,0.62997944
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-7.75,7.94,6.5,-16.64,0.632420971
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-7.75,7.91,6.5,-16.61,0.632613724
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-7.38,7.94,6,-16.38,0.634091493
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-7.38,7.91,6,-16.34,0.634348497
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-6.1,7.94,5.1,-16.09,0.635954767
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-6.1,7.91,5.1,-16.05,0.636211771
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-8.19,7.94,5.49,-15.49,0.639809818
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-7.6,7.94,5.86,-15.46,0.64000257
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-8.19,7.91,5.49,-15.46,0.64000257
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-7.6,7.91,5.86,-15.43,0.640195323
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-7.89,7.94,6.41,-15.39,0.640452326
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-7.89,7.91,6.41,-15.37,0.640580828
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.78,-7.58,7.94,5.92,-14.98,0.64308661
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.75,-7.58,7.91,5.92,-14.95,0.643279363
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-7.24,7.94,5.55,-14.91,0.643536366
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-7.24,7.91,5.55,-14.88,0.643729118
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-8.21,7.94,5.51,-14.14,0.64848368
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-8.21,7.91,5.51,-14.11,0.648676433
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.68,-7.75,8.01,6.5,-11.89,0.662940118
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.309,-1.309,0,0,-5.236,0,0,0,1.309,0,7.855,0,0,-7.68,-7.38,8.01,6,-11.89,0.662940118
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-7.89,7.94,6.41,-9.99,0.675147777
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-7.89,7.91,6.41,-9.96,0.675340529
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.78,-7.58,7.94,5.92,-9.57,0.677846312
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.75,-7.58,7.91,5.92,-9.54,0.678039065
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.68,-7.75,8.01,6.5,-6.75,0.695965048
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.309,-1.309,-1.309,0,0,0,0,0,1.309,0,5.236,0,0,-7.68,-7.38,8.01,6,-6.49,0.697635569
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-7.75,7.94,6.5,-27.22,0.564443588
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-7.75,7.91,6.5,-27.18,0.564700591
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-7.38,7.94,6,-26.94,0.566242611
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-7.38,7.91,6,-26.9,0.566499614
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-6.1,7.94,5.1,-26.64,0.568170136
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-6.1,7.91,5.1,-26.6,0.56842714
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-8.19,7.94,5.49,-26.05,0.571960935
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-7.6,7.94,5.86,-26.02,0.572153688
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-8.19,7.91,5.49,-26.01,0.572217939
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-7.6,7.91,5.86,-25.98,0.572410691
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-7.24,7.94,5.55,-25.47,0.575687484
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-7.24,7.91,5.55,-25.43,0.575944487
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-8.21,7.94,5.51,-24.7,0.580634798
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-8.21,7.91,5.51,-24.67,0.580827551
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-7.75,7.94,6.5,-22.07,0.597532768
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-7.75,7.91,6.5,-22.04,0.59772552
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-7.38,7.94,6,-21.8,0.59926754
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-7.38,7.91,6,-21.76,0.599524544
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-6.1,7.94,5.1,-21.52,0.601066564
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-6.1,7.91,5.1,-21.48,0.601323567
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-8.19,7.94,5.49,-20.91,0.604985865
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-7.6,7.94,5.86,-20.89,0.605114366
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-8.19,7.91,5.49,-20.89,0.605114366
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-7.6,7.91,5.86,-20.86,0.605307119
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-7.89,7.94,6.41,-20.68,0.606463634
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-7.89,7.91,6.41,-20.52,0.607491647
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-7.24,7.94,5.55,-20.34,0.608648162
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-7.24,7.91,5.55,-20.31,0.608840915
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.78,-7.58,7.94,5.92,-20.13,0.60999743
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.75,-7.58,7.91,5.92,-20.1,0.610190182
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-8.21,7.94,5.51,-19.56,0.613659728
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-8.21,7.91,5.51,-19.54,0.613788229
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.68,-7.75,8.01,6.5,-17.31,0.628116166
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.31,-1.31,0,-1.747,0,0,0,-1.747,1.31,0,6.115,0,0,-7.68,-7.38,8.01,6,-17.03,0.629915189
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-7.75,7.94,6.5,-16.65,0.632356721
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-7.75,7.91,6.5,-16.63,0.632485222
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-7.38,7.94,6,-16.39,0.634027242
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-7.38,7.91,6,-16.35,0.634284246
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-6.1,7.94,5.1,-16.1,0.635890517
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-6.1,7.91,5.1,-16.06,0.63614752
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-8.19,7.94,5.49,-15.5,0.639745567
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-7.6,7.94,5.86,-15.48,0.639874068
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-8.19,7.91,5.49,-15.48,0.639874068
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-7.6,7.91,5.86,-15.45,0.640066821
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-7.58,7.94,5.92,-14.99,0.643022359
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-7.58,7.91,5.92,-14.96,0.643215112
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-7.24,7.94,5.55,-14.92,0.643472115
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-7.24,7.91,5.55,-14.9,0.643600617
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.78,-7.89,7.94,6.41,-14.57,0.645720894
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.75,-7.89,7.91,6.41,-14.53,0.645977898
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-8.21,7.94,5.51,-14.15,0.648419429
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-8.21,7.91,5.51,-14.13,0.648547931
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.68,-7.75,8.01,6.5,-12.17,0.661141095
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.31,-1.31,0,0,-5.241,0,0,0,1.31,0,7.862,0,0,-7.68,-7.38,8.01,6,-11.9,0.662875867
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-7.89,7.94,6.41,-10,0.675083526
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-7.89,7.91,6.41,-9.97,0.675276279
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.78,-7.58,7.94,5.92,-9.58,0.677782061
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.75,-7.58,7.91,5.92,-9.55,0.677974814
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.68,-7.75,8.01,6.5,-6.76,0.695900797
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.31,-1.31,-1.31,0,0,0,0,0,1.31,0,5.241,0,0,-7.68,-7.38,8.01,6,-6.5,0.697571318
TP22,TP32,C19H22NO9 + e- + 7H+ = C18H23NO4 + CO2 + 3H2O,1.313,-1.313,0,0,0,-1.313,0,-9.188,1.313,1.313,3.938,0,0,-7.94,-7.83,6.86,7.12,-115.07,0
TP22,TP53,C19H22NO9 + 52/11e- + 63/11H+ = 29/22C14H18O6 + 6/11CO2 + NH4+,1.313,-1.313,0,0,0,-6.205,0,-7.517,1.73,0.716,0,1.313,0,-7.94,-7.68,6.86,8.01,-113.99,0.00693909
TP22,TP52,C19H22NO9 + 52/11e- + 63/11H+ = 29/22C14H18O6 + 6/11CO2 + NH4+,1.313,-1.313,0,0,0,-6.205,0,-7.517,1.73,0.716,0,1.313,0,-7.94,-7.75,6.86,7.91,-100.96,0.090657929
TP22,TP51,C19H22NO9 + 52/11e- + 63/11H+ = 29/22C14H18O6 + 6/11CO2 + NH4+,1.313,-1.313,0,0,0,-6.205,0,-7.517,1.73,0.716,0,1.313,0,-7.94,-7.78,6.86,7.94,-100.93,0.090850681
TP22,TP53,C19H22NO9 + 57/11e- + 46/11H+ + 15/11CO2 = 16/11C14H18O6 + NO3-,1.313,-1.313,0,0,0,-6.801,0,-5.489,1.909,-1.79,0,0,1.313,-7.94,-7.68,6.86,8.01,-83.5,0.202839887
TP22,TP52,C19H22NO9 + 57/11e- + 46/11H+ + 15/11CO2 = 16/11C14H18O6 + NO3-,1.313,-1.313,0,0,0,-6.801,0,-5.489,1.909,-1.79,0,0,1.313,-7.94,-7.75,6.86,7.91,-69.13,0.295168337
TP22,TP51,C19H22NO9 + 57/11e- + 46/11H+ + 15/11CO2 = 16/11C14H18O6 + NO3-,1.313,-1.313,0,0,0,-6.801,0,-5.489,1.909,-1.79,0,0,1.313,-7.94,-7.78,6.86,7.94,-69.09,0.295425341
TP22,TP53,C19H22NO9 + 52/29·O2- + 81/29H+ = 67/58C14H18O6 + 82/29CO2 + NH4+,1.313,-1.313,0,-2.353,0,0,0,-3.666,1.516,3.711,0,1.313,0,-7.94,-7.68,6.86,8.01,-67.08,0.308339758
TP22,TP53,C19H22NO9 + 26/91O2 + H+ = 19/18C14H18O6 + 38/9CO2 + NH4+,1.313,-1.313,-3.792,0,0,0,0,-1.313,1.385,5.542,0,1.313,0,-7.94,-7.68,6.86,8.01,-64.38,0.325687484
TP22,TP52,C19H22NO9 + 52/29·O2- + 81/29H+ = 67/58C14H18O6 + 82/29CO2 + NH4+,1.313,-1.313,0,-2.353,0,0,0,-3.666,1.516,3.711,0,1.313,0,-7.94,-7.75,6.86,7.91,-55.66,0.381714212
TP22,TP51,C19H22NO9 + 52/29·O2- + 81/29H+ = 67/58C14H18O6 + 82/29CO2 + NH4+,1.313,-1.313,0,-2.353,0,0,0,-3.666,1.516,3.711,0,1.313,0,-7.94,-7.78,6.86,7.94,-55.64,0.381842714
TP22,TP52,C19H22NO9 + 26/91O2 + H+ = 19/18C14H18O6 + 38/9CO2 + NH4+,1.313,-1.313,-3.792,0,0,0,0,-1.313,1.385,5.542,0,1.313,0,-7.94,-7.75,6.86,7.91,-53.94,0.392765356
TP22,TP51,C19H22NO9 + 26/91O2 + H+ = 19/18C14H18O6 + 38/9CO2 + NH4+,1.313,-1.313,-3.792,0,0,0,0,-1.313,1.385,5.542,0,1.313,0,-7.94,-7.78,6.86,7.94,-53.92,0.392893858
TP22,TP53,C19H22NO9 + 13/5·OH + H+ = 6/5C14H18O6 + 11/5CO2 + NH4+,1.313,-1.313,0,0,-3.413,0,0,-1.313,1.575,2.888,0,1.313,0,-7.94,-7.68,6.86,8.01,-51.21,0.410305834
TP22,TP53,C19H22NO9 + 57/29·O2- + 28/29H+ = 37/29C14H18O6 + 33/29CO2 + NO3-,1.313,-1.313,0,-2.58,0,0,0,-1.267,1.675,1.494,0,0,1.313,-7.94,-7.68,6.86,8.01,-48.12,0.430159342
TP22,TP53,C19H22NO9 + 19/61O2 = 7/6C14H18O6 + 8/3CO2 + H+ + NO3-,1.313,-1.313,-4.156,0,0,0,0,1.313,1.531,3.5,0,0,1.313,-7.94,-7.68,6.86,8.01,-45.15,0.44924184
TP22,TP52,C19H22NO9 + 13/5·OH + H+ = 6/5C14H18O6 + 11/5CO2 + NH4+,1.313,-1.313,0,0,-3.413,0,0,-1.313,1.575,2.888,0,1.313,0,-7.94,-7.75,6.86,7.91,-39.36,0.486443074
TP22,TP51,C19H22NO9 + 13/5·OH + H+ = 6/5C14H18O6 + 11/5CO2 + NH4+,1.313,-1.313,0,0,-3.413,0,0,-1.313,1.575,2.888,0,1.313,0,-7.94,-7.78,6.86,7.94,-39.32,0.486700077
TP32,TP72,C18H23NO4 + ·O2- + 67/21CO2 = 89/63C15H13O5 + 146/63H2O + NO3-,1.313,-1.313,0,-1.313,0,0,0,0,1.854,-4.188,3.042,0,1.313,-7.83,#N/A,7.12,#N/A,-38.97,0.488948856
